"subject" "activity" "variable" "avg"
6 "LAYING" "tBodyAccMeanX" 0.268648643296245
6 "LAYING" "tBodyAccMeanY" -0.0183177280685082
6 "LAYING" "tBodyAccMeanZ" -0.107435631519084
6 "LAYING" "tBodyAccStdX" -0.960932405036523
6 "LAYING" "tBodyAccStdY" -0.943507185574074
6 "LAYING" "tBodyAccStdZ" -0.948069300024897
6 "LAYING" "tGravityAccMeanX" -0.375021333827161
6 "LAYING" "tGravityAccMeanY" 0.622270362899691
6 "LAYING" "tGravityAccMeanZ" 0.55561247407572
6 "LAYING" "tGravityAccStdX" -0.943319727953189
6 "LAYING" "tGravityAccStdY" -0.963191706084414
6 "LAYING" "tGravityAccStdZ" -0.951868724368827
6 "LAYING" "tBodyAccJerkMeanX" 0.0818473898341049
6 "LAYING" "tBodyAccJerkMeanY" 0.0111723565401199
6 "LAYING" "tBodyAccJerkMeanZ" -0.00485976942268338
6 "LAYING" "tBodyAccJerkStdX" -0.980381808513375
6 "LAYING" "tBodyAccJerkStdY" -0.971147567757202
6 "LAYING" "tBodyAccJerkStdZ" -0.979476595910494
6 "LAYING" "tBodyGyroMeanX" -0.0167253403420918
6 "LAYING" "tBodyGyroMeanY" -0.0934107103603086
6 "LAYING" "tBodyGyroMeanZ" 0.125885141252623
6 "LAYING" "tBodyGyroStdX" -0.967892432932613
6 "LAYING" "tBodyGyroStdY" -0.963192469243827
6 "LAYING" "tBodyGyroStdZ" -0.963509228024691
6 "LAYING" "tBodyGyroJerkMeanX" -0.101864299363374
6 "LAYING" "tBodyGyroJerkMeanY" -0.038198085408019
6 "LAYING" "tBodyGyroJerkMeanZ" -0.0638498197415123
6 "LAYING" "tBodyGyroJerkStdX" -0.976124813760288
6 "LAYING" "tBodyGyroJerkStdY" -0.980473581049383
6 "LAYING" "tBodyGyroJerkStdZ" -0.984782526095679
6 "LAYING" "tBodyAccMagMean" -0.941110656500514
6 "LAYING" "tBodyAccMagStd" -0.932160020511831
6 "LAYING" "tGravityAccMagMean" -0.941110656500514
6 "LAYING" "tGravityAccMagStd" -0.932160020511831
6 "LAYING" "tBodyAccJerkMagMean" -0.97920875497428
6 "LAYING" "tBodyAccJerkMagStd" -0.974240573559671
6 "LAYING" "tBodyGyroMagMean" -0.938435972026749
6 "LAYING" "tBodyGyroMagStd" -0.940596109587449
6 "LAYING" "tBodyGyroJerkMagMean" -0.982726626075103
6 "LAYING" "tBodyGyroJerkMagStd" -0.976754966054527
6 "LAYING" "fBodyAccMeanX" -0.966812071347737
6 "LAYING" "fBodyAccMeanY" -0.952678416904835
6 "LAYING" "fBodyAccMeanZ" -0.960018019984568
6 "LAYING" "fBodyAccStdX" -0.959031456047479
6 "LAYING" "fBodyAccStdY" -0.942460971074588
6 "LAYING" "fBodyAccStdZ" -0.945643635450566
6 "LAYING" "fBodyAccMeanFreqX" -0.259376067222388
6 "LAYING" "fBodyAccMeanFreqY" 0.143045583957866
6 "LAYING" "fBodyAccMeanFreqZ" 0.20318696277
6 "LAYING" "fBodyAccJerkMeanX" -0.980197655180041
6 "LAYING" "fBodyAccJerkMeanY" -0.971383628894033
6 "LAYING" "fBodyAccJerkMeanZ" -0.976614530180041
6 "LAYING" "fBodyAccJerkStdX" -0.982459599243827
6 "LAYING" "fBodyAccJerkStdY" -0.973051242896091
6 "LAYING" "fBodyAccJerkStdZ" -0.980971915740741
6 "LAYING" "fBodyAccJerkMeanFreqX" 0.105178707989746
6 "LAYING" "fBodyAccJerkMeanFreqY" 0.00485365387352315
6 "LAYING" "fBodyAccJerkMeanFreqZ" 0.0699619900375761
6 "LAYING" "fBodyGyroMeanX" -0.962915035776389
6 "LAYING" "fBodyGyroMeanY" -0.967582058544239
6 "LAYING" "fBodyGyroMeanZ" -0.964184423173868
6 "LAYING" "fBodyGyroStdX" -0.96974730340535
6 "LAYING" "fBodyGyroStdY" -0.961365374902263
6 "LAYING" "fBodyGyroStdZ" -0.966725247165638
6 "LAYING" "fBodyGyroMeanFreqX" -0.0174605087394012
6 "LAYING" "fBodyGyroMeanFreqY" -0.139337310710561
6 "LAYING" "fBodyGyroMeanFreqZ" 0.11328010251823
6 "LAYING" "fBodyAccMagMean" -0.94767271172428
6 "LAYING" "fBodyAccMagStd" -0.934916672889661
6 "LAYING" "fBodyAccMagMeanFreq" 0.116228984859398
6 "LAYING" "fBodyAccJerkMagMean" -0.974300115365226
6 "LAYING" "fBodyAccJerkMagStd" -0.97318339962963
6 "LAYING" "fBodyAccJerkMagMeanFreq" 0.281115014821636
6 "LAYING" "fBodyGyroMagMean" -0.95485445779321
6 "LAYING" "fBodyGyroMagStd" -0.942115714415638
6 "LAYING" "fBodyGyroMagMeanFreq" -0.0293652946094444
6 "LAYING" "fBodyGyroJerkMagMean" -0.977968240452675
6 "LAYING" "fBodyGyroJerkMagStd" -0.976648216795267
6 "LAYING" "fBodyGyroJerkMagMeanFreq" 0.165728127309943
